Whitestone, Alaska			
Latitude: 64 deg 9.6 N, Longitude: 145 deg 52.9 W, Elevation: 310 meters			
Source: Alaska Energy Authority (www.akenergyauthority.org/programwind.html)			
Wind speed measurements are in meters per second.  Direction is degrees from True North.			
			
Timestamp	Spd (30m height)	Spd (20m height)	Dir
2/1 17:00	2.25	1.78	82
2/1 18:00	1.90	1.48	116
2/1 19:00	2.87	2.24	17
2/1 20:00	2.49	1.95	296
2/1 21:00	1.70	1.31	325
2/1 22:00	1.14	0.88	11
2/1 23:00	1.82	1.41	31
2/2 0:00	1.39	1.07	18
2/2 1:00	1.86	1.45	5
2/2 2:00	1.47	1.18	357
2/2 3:00	1.97	1.61	359
2/2 4:00	2.73	2.29	12
2/2 5:00	1.41	1.20	26
2/2 6:00	1.81	1.54	38
2/2 7:00	2.92	2.49	48
2/2 8:00	2.13	1.82	48
2/2 9:00	6.33	5.46	63
2/2 10:00	5.57	4.82	44
2/2 11:00	2.45	2.12	52
2/2 12:00	1.86	1.61	35
2/2 13:00	2.31	1.98	40
2/2 14:00	1.96	1.65	49
2/2 15:00	3.04	2.52	41
2/2 16:00	3.64	2.95	349
2/2 17:00	4.28	3.39	26
2/2 18:00	5.49	4.29	124
2/2 19:00	3.71	2.90	88
2/2 20:00	1.23	0.96	100
2/2 21:00	1.32	1.02	141
2/2 22:00	1.67	1.29	206
2/2 23:00	2.14	1.66	165
2/3 0:00	4.95	3.84	88
2/3 1:00	1.92	1.49	115
2/3 2:00	1.27	1.02	160
2/3 3:00	1.59	1.30	100
2/3 4:00	1.92	1.61	30
2/3 5:00	1.80	1.53	135
2/3 6:00	1.25	1.07	157
2/3 7:00	1.97	1.68	153
2/3 8:00	2.77	2.37	124
2/3 9:00	2.64	2.28	142
2/3 10:00	1.94	1.68	178
2/3 11:00	4.77	4.13	168
2/3 12:00	5.82	5.01	169
2/3 13:00	1.72	1.47	162
2/3 14:00	3.51	2.96	161
2/3 15:00	7.65	6.34	161
2/3 16:00	9.43	7.62	207
2/3 17:00	7.46	5.91	142
2/3 18:00	7.69	6.01	67
2/3 19:00	3.32	2.60	81
2/3 20:00	4.09	3.19	80
2/3 21:00	4.88	3.76	135
2/3 22:00	10.87	8.41	118
2/3 23:00	9.30	7.20	104
2/4 0:00	7.69	5.97	94
2/4 1:00	7.61	5.93	118
2/4 2:00	6.60	5.26	145
2/4 3:00	4.05	3.30	157
2/4 4:00	7.96	6.67	203
2/4 5:00	10.80	9.20	233
2/4 6:00	10.03	8.55	235
2/4 7:00	7.97	6.78	250
2/4 8:00	7.50	6.42	269
2/4 9:00	6.50	5.61	257
2/4 10:00	7.33	6.35	272
2/4 11:00	8.50	7.36	276
2/4 12:00	3.34	2.88	279
2/4 13:00	4.14	3.55	259
2/4 14:00	3.96	3.35	206
2/4 15:00	4.51	3.74	227
2/4 16:00	1.84	1.49	223
2/4 17:00	1.65	1.31	210
2/4 18:00	2.32	1.81	316
2/4 19:00	1.59	1.24	334
2/4 20:00	5.55	4.34	78
2/4 21:00	6.73	5.19	120
2/4 22:00	3.80	2.94	250
2/4 23:00	1.60	1.24	271
2/5 0:00	3.90	3.02	280
2/5 1:00	2.94	2.28	262
2/5 2:00	2.68	2.14	246
2/5 3:00	3.70	3.02	251
2/5 4:00	1.67	1.39	252
2/5 5:00	3.46	2.95	227
2/5 6:00	1.44	1.23	213
2/5 7:00	1.59	1.35	199
2/5 8:00	2.03	1.74	196
2/5 9:00	2.36	2.03	191
2/5 10:00	3.09	2.68	186
2/5 11:00	2.95	2.55	185
2/5 12:00	1.64	1.42	185
2/5 13:00	3.30	2.82	182
2/5 14:00	2.52	2.14	232
2/5 15:00	1.60	1.32	248
2/5 16:00	1.96	1.58	222
2/5 17:00	2.07	1.63	177
2/5 18:00	5.35	4.17	101
2/5 19:00	3.24	2.54	35
2/5 20:00	2.06	1.61	1
2/5 21:00	1.80	1.39	10
2/5 22:00	1.61	1.24	25
2/5 23:00	2.16	1.68	12
2/6 0:00	6.27	4.86	54
2/6 1:00	6.56	5.11	164
2/6 2:00	3.54	2.82	153
2/6 3:00	4.02	3.28	149
2/6 4:00	1.80	1.50	114
2/6 5:00	1.42	1.21	153
2/6 6:00	1.55	1.32	208
2/6 7:00	1.89	1.61	169
2/6 8:00	2.48	2.12	129
2/6 9:00	4.51	3.89	169
2/6 10:00	1.21	1.05	80
2/6 11:00	1.94	1.68	274
2/6 12:00	2.16	1.87	134
2/6 13:00	1.59	1.36	143
2/6 14:00	2.38	2.01	178
2/6 15:00	1.84	1.52	210
2/6 16:00	1.43	1.16	86
2/6 17:00	1.70	1.35	109
2/6 18:00	4.85	3.79	131
2/6 19:00	4.70	3.67	145
2/6 20:00	7.17	5.61	161
2/6 21:00	6.63	5.11	166
2/6 22:00	3.68	2.85	195
2/6 23:00	1.79	1.39	232
2/7 0:00	1.46	1.13	221
2/7 1:00	5.20	4.05	199
2/7 2:00	8.63	6.88	252
2/7 3:00	11.15	9.11	258
2/7 4:00	13.01	10.89	245
2/7 5:00	9.99	8.49	270
2/7 6:00	9.30	7.93	275
2/7 7:00	7.58	6.45	246
2/7 8:00	2.82	2.41	191
2/7 9:00	1.42	1.22	165
2/7 10:00	3.92	3.39	176
2/7 11:00	2.61	2.26	183
2/7 12:00	2.42	2.09	134
2/7 13:00	2.78	2.38	133
2/7 14:00	3.65	3.09	122
2/7 15:00	2.14	1.77	118
2/7 16:00	1.88	1.52	103
2/7 17:00	2.01	1.59	150
2/7 18:00	4.74	3.70	112
2/7 19:00	4.04	3.16	70
2/7 20:00	3.80	2.98	358
2/7 21:00	2.59	2.00	335
2/7 22:00	1.00	0.77	323
2/7 23:00	2.02	1.56	294
2/8 0:00	2.46	1.91	273
2/8 1:00	2.74	2.13	264
2/8 2:00	1.61	1.28	275
2/8 3:00	1.35	1.10	280
2/8 4:00	1.63	1.37	270
2/8 5:00	2.46	2.09	264
2/8 6:00	2.26	1.93	256
2/8 7:00	3.25	2.77	256
2/8 8:00	3.03	2.59	237
2/8 9:00	3.51	3.03	222
2/8 10:00	2.12	1.83	240
2/8 11:00	7.49	6.49	239
2/8 12:00	7.35	6.34	148
2/8 13:00	3.05	2.61	129
2/8 14:00	5.80	4.90	119
2/8 15:00	6.72	5.56	187
2/8 16:00	8.70	7.03	176
2/8 17:00	6.89	5.46	187
2/8 18:00	2.97	2.33	253
2/8 19:00	1.53	1.20	267
2/8 20:00	3.67	2.87	303
2/8 21:00	4.90	3.78	303
2/8 22:00	3.83	2.96	305
2/8 23:00	5.53	4.28	39
2/9 0:00	7.77	6.03	110
2/9 1:00	4.23	3.29	95
2/9 2:00	3.37	2.68	101
2/9 3:00	2.21	1.81	139
2/9 4:00	3.86	3.23	205
2/9 5:00	4.46	3.80	207
2/9 6:00	3.70	3.16	189
2/9 7:00	2.13	1.81	243
2/9 8:00	3.75	3.21	212
2/9 9:00	4.55	3.93	107
2/9 10:00	4.64	4.02	99
2/9 11:00	6.39	5.53	74
2/9 12:00	10.88	9.38	82
2/9 13:00	10.10	8.65	61
2/9 14:00	4.74	4.01	176
2/9 15:00	6.57	5.44	170
2/9 16:00	2.41	1.96	187
2/9 17:00	1.46	1.16	192
2/9 18:00	2.40	1.87	227
2/9 19:00	3.86	3.02	265
2/9 20:00	6.06	4.75	269
2/9 21:00	4.26	3.29	339
2/9 22:00	2.90	2.25	353
2/9 23:00	2.76	2.14	9
2/10 0:00	3.33	2.58	23
2/10 1:00	4.33	3.38	19
2/10 2:00	2.20	1.75	15
2/10 3:00	4.43	3.62	19
2/10 4:00	7.51	6.28	357
2/10 5:00	5.71	4.86	355
2/10 6:00	4.78	4.08	320
2/10 7:00	6.28	5.35	213
2/10 8:00	4.89	4.18	52
2/10 9:00	4.48	3.86	100
2/10 10:00	4.19	3.63	149
2/10 11:00	5.30	4.58	105
2/10 12:00	3.13	2.70	99
2/10 13:00	2.43	2.08	105
2/10 14:00	4.01	3.50	116
2/10 15:00	4.12	3.60	120
2/10 16:00	2.82	2.32	118
2/10 17:00	2.02	1.50	132
2/10 18:00	2.20	1.77	155
2/10 19:00	1.45	1.03	145
2/10 20:00	1.72	1.28	143
2/10 21:00	1.72	1.02	144
2/10 22:00	1.26	0.88	117
2/10 23:00	1.39	1.08	142
2/11 0:00	1.31	1.02	160
2/11 1:00	1.39	1.12	197
2/11 2:00	1.02	1.03	352
2/11 3:00	1.02	0.90	63
2/11 4:00	1.34	1.15	15
2/11 5:00	0.99	1.12	331
2/11 6:00	1.66	1.67	357
2/11 7:00	1.55	1.40	310
2/11 8:00	1.51	1.36	243
2/11 9:00	1.35	1.19	208
2/11 10:00	1.53	1.34	163
2/11 11:00	0.83	0.78	131
2/11 12:00	2.03	1.78	133
2/11 13:00	0.53	0.49	141
2/11 14:00	0.70	0.67	111
2/11 15:00	1.43	1.30	116
2/11 16:00	0.88	0.77	113
2/11 17:00	1.53	1.05	168
2/11 18:00	1.28	0.84	115
2/11 19:00	2.66	2.08	105
2/11 20:00	0.40	0.40	130
2/11 21:00	0.71	0.61	130
2/11 22:00	0.61	0.54	128
2/11 23:00	1.06	0.87	127
2/12 0:00	0.40	0.39	111
2/12 1:00	0.76	0.62	199
2/12 2:00	1.88	1.50	111
2/12 3:00	1.24	0.88	133
2/12 4:00	0.68	0.53	149
2/12 5:00	1.75	1.42	153
2/12 6:00	0.99	0.84	127
2/12 7:00	2.00	1.58	149
2/12 8:00	1.17	1.02	159
2/12 9:00	1.48	1.14	151
2/12 10:00	0.75	0.73	125
2/12 11:00	1.13	0.99	189
2/12 12:00	0.83	0.79	163
2/12 13:00	1.27	1.18	161
2/12 14:00	1.07	0.82	139
2/12 15:00	1.15	1.03	161
2/12 16:00	0.92	0.77	200
2/12 17:00	1.54	1.23	239
2/12 18:00	1.69	1.28	323
2/12 19:00	2.43	1.50	308
2/12 20:00	2.65	1.40	314
2/12 21:00	2.08	1.07	321
2/12 22:00	2.98	2.38	323
2/12 23:00	1.98	1.33	331
2/13 0:00	1.80	1.22	313
2/13 1:00	1.10	0.63	309
2/13 2:00	2.67	1.45	314
2/13 3:00	2.87	1.67	315
2/13 4:00	3.45	2.40	309
2/13 5:00	2.87	2.33	301
2/13 6:00	3.00	2.15	308
2/13 7:00	5.25	4.08	305
2/13 8:00	4.90	3.90	300
2/13 9:00	5.43	4.30	296
2/13 10:00	4.20	3.22	305
2/13 11:00	6.08	5.25	300
2/13 12:00	7.08	6.13	300
2/13 13:00	6.80	5.87	305
2/13 14:00	6.57	5.87	298
2/13 15:00	5.88	5.27	300
2/13 16:00	6.27	5.47	298
2/13 17:00	6.27	5.27	304
2/13 18:00	6.70	5.63	300
2/13 19:00	9.35	8.30	296
2/13 20:00	9.63	8.55	295
2/13 21:00	8.05	7.03	298
2/13 22:00	8.78	7.50	299
2/13 23:00	8.32	7.43	294
2/14 0:00	6.47	5.70	301
2/14 1:00	5.78	5.13	311
2/14 2:00	6.03	5.37	307
2/14 3:00	7.10	6.02	307
2/14 4:00	7.18	6.07	307
2/14 5:00	5.82	4.85	313
2/14 6:00	8.13	7.37	293
2/14 7:00	7.72	6.82	298
2/14 8:00	8.45	7.43	299
2/14 9:00	9.85	8.43	299
2/14 10:00	8.92	8.22	297
2/14 11:00	9.85	9.15	294
2/14 12:00	10.82	9.95	293
2/14 13:00	10.92	9.87	296
2/14 14:00	12.17	11.35	290
2/14 15:00	12.30	11.25	291
2/14 16:00	12.23	11.13	289
2/14 17:00	11.78	10.77	289
2/14 18:00	11.82	10.57	292
2/14 19:00	10.52	9.42	293
2/14 20:00	8.97	7.92	297
2/14 21:00	7.00	6.32	293
2/14 22:00	7.77	6.82	300
2/14 23:00	7.45	6.90	288
2/15 0:00	9.57	9.00	286
2/15 1:00	10.88	10.08	286
2/15 2:00	9.03	8.50	285
2/15 3:00	8.68	7.78	296
2/15 4:00	7.45	6.77	295
2/15 5:00	7.13	6.15	297
2/15 6:00	6.38	5.43	300
2/15 7:00	5.68	5.13	298
2/15 8:00	6.25	5.32	303
2/15 9:00	5.23	4.53	302
2/15 10:00	6.43	5.80	295
2/15 11:00	5.77	5.15	299
2/15 12:00	3.90	3.35	297
2/15 13:00	2.50	2.38	299
2/15 14:00	2.12	1.87	322
2/15 15:00	3.47	2.77	322
2/15 16:00	3.68	2.90	331
2/15 17:00	2.58	1.98	307
2/15 18:00	3.07	2.57	291
2/15 19:00	2.43	1.95	284
2/15 20:00	5.87	4.93	293
2/15 21:00	4.48	3.83	293
2/15 22:00	4.12	3.33	300
2/15 23:00	3.63	3.10	289
2/16 0:00	2.05	1.83	276
2/16 1:00	1.73	1.38	321
2/16 2:00	4.15	3.22	319
2/16 3:00	2.63	2.45	293
2/16 4:00	2.53	2.15	291
2/16 5:00	5.47	4.65	295
2/16 6:00	5.23	4.38	300
2/16 7:00	3.52	2.87	307
2/16 8:00	4.25	3.30	307
2/16 9:00	4.85	4.12	299
2/16 10:00	4.25	3.87	296
2/16 11:00	4.52	4.08	301
2/16 12:00	4.55	4.18	303
2/16 13:00	5.72	5.28	297
2/16 14:00	6.73	6.27	287
2/16 15:00	7.08	6.32	299
2/16 16:00	6.20	5.48	303
2/16 17:00	7.33	6.40	299
2/16 18:00	7.73	7.18	292
2/16 19:00	7.23	6.47	295
2/16 20:00	6.03	5.20	304
2/16 21:00	5.35	4.53	310
2/16 22:00	5.20	4.28	304
2/16 23:00	6.37	5.62	294
2/17 0:00	6.02	5.30	296
2/17 1:00	5.73	4.85	303
2/17 2:00	4.63	3.82	300
2/17 3:00	4.40	3.55	301
2/17 4:00	5.02	4.18	298
2/17 5:00	4.93	4.15	298
2/17 6:00	6.07	5.37	290
2/17 7:00	5.27	4.60	291
2/17 8:00	4.63	4.08	285
2/17 9:00	5.50	4.68	299
2/17 10:00	3.52	2.95	304
2/17 11:00	3.42	3.05	298
2/17 12:00	4.20	3.90	292
2/17 13:00	4.95	4.55	293
2/17 14:00	4.65	4.18	294
2/17 15:00	4.57	3.97	293
2/17 16:00	4.17	3.45	290
2/17 17:00	3.18	2.38	299
2/17 18:00	5.13	4.18	293
2/17 19:00	6.35	5.45	298
2/17 20:00	4.30	3.38	302
2/17 21:00	4.30	3.40	305
2/17 22:00	2.87	1.22	318
2/17 23:00	3.23	1.53	305
2/18 0:00	3.65	2.12	305
2/18 1:00	2.07	0.68	308
2/18 2:00	2.93	1.70	305
2/18 3:00	2.12	1.27	311
2/18 4:00	3.35	2.47	308
2/18 5:00	3.60	2.87	306
2/18 6:00	3.68	3.23	296
2/18 7:00	4.23	3.37	304
2/18 8:00	3.83	2.75	309
2/18 9:00	3.13	2.35	316
2/18 10:00	4.45	3.57	313
2/18 11:00	5.87	5.07	302
2/18 12:00	6.52	5.80	296
2/18 13:00	6.10	5.48	303
2/18 14:00	5.37	4.62	303
2/18 15:00	5.20	4.28	304
2/18 16:00	5.77	4.83	301
2/18 17:00	5.02	4.08	301
2/18 18:00	5.53	4.55	300
2/18 19:00	4.67	3.85	305
2/18 20:00	4.83	4.00	297
2/18 21:00	4.63	4.05	289
2/18 22:00	4.42	3.58	299
2/18 23:00	5.55	4.58	299
2/19 0:00	4.95	4.15	302
2/19 1:00	4.18	3.62	294
2/19 2:00	4.85	4.12	299
2/19 3:00	3.90	3.25	304
2/19 4:00	1.55	1.20	287
2/19 5:00	1.78	1.42	283
2/19 6:00	0.71	0.56	155
2/19 7:00	1.60	1.38	357
2/19 8:00	1.17	0.86	336
2/19 9:00	2.28	1.77	326
2/19 10:00	1.57	1.12	317
2/19 11:00	3.18	3.03	294
2/19 12:00	4.08	3.78	288
2/19 13:00	3.20	2.98	296
2/19 14:00	2.50	2.22	309
2/19 15:00	2.42	2.12	306
2/19 16:00	2.43	2.13	295
2/19 17:00	1.85	1.43	292
2/19 18:00	2.12	1.62	291
2/19 19:00	1.43	1.09	51
2/19 20:00	1.02	0.63	349
2/19 21:00	1.06	0.80	347
2/19 22:00	1.48	0.64	309
2/19 23:00	1.82	0.71	326
2/20 0:00	2.50	0.95	297
2/20 1:00	2.87	1.20	290
2/20 2:00	4.22	3.15	294
2/20 3:00	4.37	3.23	294
2/20 4:00	2.58	1.52	297
2/20 5:00	3.78	3.02	300
2/20 6:00	2.40	1.82	301
2/20 7:00	3.15	1.85	315
2/20 8:00	3.90	2.93	303
2/20 9:00	4.67	3.63	301
2/20 10:00	5.77	4.58	304
2/20 11:00	6.42	5.62	299
2/20 12:00	5.75	5.10	302
2/20 13:00	4.92	4.28	308
2/20 14:00	5.10	4.48	309
2/20 15:00	5.27	4.55	310
2/20 16:00	4.95	4.33	299
2/20 17:00	4.88	4.22	299
2/20 18:00	5.45	4.75	297
2/20 19:00	5.52	4.78	294
2/20 20:00	5.32	4.43	297
2/20 21:00	4.35	3.55	291
2/20 22:00	4.45	3.95	286
2/20 23:00	3.07	2.42	306
2/21 0:00	3.05	2.20	311
2/21 1:00	4.25	3.47	299
2/21 2:00	2.50	1.73	309
2/21 3:00	0.59	0.48	69
2/21 4:00	1.38	0.58	322
2/21 5:00	3.05	2.00	313
2/21 6:00	0.57	0.40	314
2/21 7:00	2.27	1.65	321
2/21 8:00	2.70	1.88	317
2/21 9:00	4.02	3.18	298
2/21 10:00	4.67	3.70	297
2/21 11:00	3.78	3.08	300
2/21 12:00	4.47	3.87	302
2/21 13:00	5.95	5.27	300
2/21 14:00	4.63	4.05	302
2/21 15:00	5.08	4.60	297
2/21 16:00	5.47	4.95	294
2/21 17:00	5.47	4.95	294
2/21 18:00	4.57	3.82	302
2/21 19:00	3.78	3.08	305
2/21 20:00	3.88	3.17	302
2/21 21:00	4.23	3.53	305
2/21 22:00	4.88	4.18	306
2/21 23:00	4.50	3.80	301
2/22 0:00	4.65	3.87	300
2/22 1:00	4.37	3.63	293
2/22 2:00	5.17	4.35	300
2/22 3:00	5.57	4.73	293
2/22 4:00	6.37	5.67	293
2/22 5:00	4.80	4.03	294
2/22 6:00	5.18	4.30	297
2/22 7:00	5.35	4.62	298
2/22 8:00	5.07	4.30	295
2/22 9:00	6.02	5.25	292
2/22 10:00	4.98	4.23	304
2/22 11:00	4.62	4.02	312
2/22 12:00	3.93	3.43	305
2/22 13:00	5.47	4.63	309
2/22 14:00	8.18	7.33	301
2/22 15:00	6.88	6.02	302
2/22 16:00	5.87	5.12	299
2/22 17:00	6.03	5.35	293
2/22 18:00	5.37	4.42	301
2/22 19:00	5.90	4.95	303
2/22 20:00	6.42	5.47	297
2/22 21:00	7.83	7.17	293
2/22 22:00	5.98	5.12	305
2/22 23:00	6.47	5.55	309
2/23 0:00	7.38	6.33	300
2/23 1:00	5.75	4.65	303
2/23 2:00	4.30	3.50	311
2/23 3:00	3.88	3.10	309
2/23 4:00	3.33	2.62	303
2/23 5:00	3.22	2.43	299
2/23 6:00	3.17	2.42	296
2/23 7:00	1.78	0.80	303
2/23 8:00	0.83	0.45	251
2/23 9:00	1.09	0.91	149
2/23 10:00	1.28	0.80	332
2/23 11:00	0.92	0.62	341
2/23 12:00	1.31	1.02	339
2/23 13:00	2.17	1.68	315
2/23 14:00	2.03	1.45	317
2/23 15:00	1.20	0.88	293
2/23 16:00	1.92	1.28	290
2/23 17:00	1.61	1.15	279
2/23 18:00	2.18	0.78	309
2/23 19:00	1.87	1.03	313
2/23 20:00	1.75	0.60	313
2/23 21:00	2.28	0.55	320
2/23 22:00	4.30	2.70	311
2/23 23:00	2.30	1.28	296
2/24 0:00	3.47	1.32	315
2/24 1:00	3.08	0.92	312
2/24 2:00	3.28	1.20	313
2/24 3:00	2.80	0.80	309
2/24 4:00	3.92	2.28	306
2/24 5:00	3.90	2.80	299
2/24 6:00	2.08	0.75	327
2/24 7:00	1.97	0.47	334
2/24 8:00	1.60	0.47	329
2/24 9:00	1.02	0.40	333
2/24 10:00	1.52	0.82	321
2/24 11:00	2.87	2.25	320
2/24 12:00	3.27	2.80	307
2/24 13:00	3.05	2.62	298
2/24 14:00	3.35	3.03	297
2/24 15:00	2.55	2.22	294
2/24 16:00	2.27	1.87	293
2/24 17:00	2.07	1.30	299
2/24 18:00	2.85	2.10	287
2/24 19:00	2.57	1.77	273
2/24 20:00	2.98	2.43	285
2/24 21:00	2.92	1.83	290
2/24 22:00	3.22	2.07	293
2/24 23:00	3.52	2.52	298
2/25 0:00	3.17	2.10	303
2/25 1:00	5.42	4.45	285
2/25 2:00	6.75	5.80	287
2/25 3:00	9.03	8.22	288
2/25 4:00	8.60	7.92	287
2/25 5:00	7.67	7.17	282
2/25 6:00	8.23	7.55	290
2/25 7:00	8.17	7.20	295
2/25 8:00	8.75	7.80	293
2/25 9:00	8.67	8.13	291
2/25 10:00	8.75	8.27	292
2/25 11:00	7.10	6.43	295
2/25 12:00	6.60	5.77	304
2/25 13:00	7.80	7.00	298
2/25 14:00	6.75	5.87	301
2/25 15:00	6.92	6.10	299
2/25 16:00	4.67	3.95	301
2/25 17:00	4.17	3.35	301
2/25 18:00	4.93	4.08	297
2/25 19:00	5.38	4.53	298
2/25 20:00	5.35	4.47	295
2/25 21:00	4.45	3.53	299
2/25 22:00	4.65	3.72	303
2/25 23:00	3.17	2.45	311
2/26 0:00	3.93	3.08	305
2/26 1:00	0.99	0.49	314
2/26 2:00	1.21	0.91	12
2/26 3:00	1.38	0.87	345
2/26 4:00	1.05	0.92	37
2/26 5:00	1.66	1.42	15
2/26 6:00	0.94	0.84	231
2/26 7:00	1.36	1.16	139
2/26 8:00	1.70	1.31	255
2/26 9:00	1.50	1.18	37
2/26 10:00	1.24	1.00	319
2/26 11:00	1.43	1.06	350
2/26 12:00	4.19	3.61	345
2/26 13:00	2.26	1.93	349
2/26 14:00	0.95	0.73	169
2/26 15:00	1.22	0.93	180
2/26 16:00	0.88	0.74	188
2/26 17:00	2.53	1.75	297
2/26 18:00	3.25	2.88	287
2/26 19:00	2.18	1.78	275
2/26 20:00	1.60	0.87	267
2/26 21:00	1.30	0.63	223
2/26 22:00	1.72	1.07	160
2/26 23:00	1.60	1.10	158
2/27 0:00	1.67	1.10	122
2/27 1:00	1.42	1.03	144
2/27 2:00	1.93	1.52	152
2/27 3:00	1.28	0.70	117
2/27 4:00	1.47	0.95	131
2/27 5:00	1.33	0.87	140
2/27 6:00	0.97	0.57	123
2/27 7:00	1.42	1.18	136
2/27 8:00	0.90	0.70	184
2/27 9:00	1.55	1.37	316
2/27 10:00	1.87	1.47	353
2/27 11:00	1.23	0.98	322
2/27 12:00	1.35	1.10	316
2/27 13:00	1.18	0.95	304
2/27 14:00	1.15	0.95	282
2/27 15:00	1.11	0.89	282
2/27 16:00	1.75	1.41	102
2/27 17:00	1.72	1.39	84
2/27 18:00	2.25	1.76	37
2/27 19:00	1.33	1.06	1
2/27 20:00	1.58	1.24	316
2/27 21:00	1.69	1.13	310
2/27 22:00	1.36	0.92	109
2/27 23:00	1.77	0.90	148
2/28 0:00	2.12	1.18	131
2/28 1:00	1.13	0.65	127
2/28 2:00	1.42	1.12	152
2/28 3:00	1.26	0.82	139
2/28 4:00	1.02	0.73	141
2/28 5:00	2.16	1.77	159
2/28 6:00	1.13	0.55	131
2/28 7:00	1.10	0.86	112
2/28 8:00	1.38	1.09	156
2/28 9:00	0.83	0.58	136
2/28 10:00	1.35	1.12	148
2/28 11:00	2.41	2.08	192
2/28 12:00	1.07	0.86	281
2/28 13:00	1.45	1.22	322
2/28 14:00	1.33	1.07	310
2/28 15:00	1.56	1.27	312
2/28 16:00	0.83	0.65	339
2/28 17:00	1.60	1.23	158
2/28 18:00	2.36	1.79	104
2/28 19:00	1.55	1.21	324
2/28 20:00	1.59	1.13	113
2/28 21:00	0.91	0.56	120
2/28 22:00	1.32	1.03	101
2/28 23:00	1.37	1.02	111
3/1 0:00	1.28	1.05	116
3/1 1:00	1.25	0.98	103
3/1 2:00	1.58	1.17	114
3/1 3:00	0.93	0.65	117
3/1 4:00	1.25	0.98	104
3/1 5:00	1.17	0.85	94
3/1 6:00	1.36	1.03	96
3/1 7:00	2.01	1.71	57
3/1 8:00	1.30	1.04	35
3/1 9:00	1.24	1.04	134
3/1 10:00	1.28	1.11	162
3/1 11:00	1.19	0.97	139
3/1 12:00	1.48	1.25	120
3/1 13:00	1.78	1.42	118
3/1 14:00	1.50	1.18	123
3/1 15:00	1.92	1.52	128
3/1 16:00	2.18	1.77	131
3/1 17:00	1.97	1.43	128
3/1 18:00	1.50	1.10	112
3/1 19:00	1.12	0.83	100
3/1 20:00	1.57	1.28	99
3/1 21:00	1.40	1.07	109
3/1 22:00	1.82	1.40	124
3/1 23:00	1.97	1.53	132
3/2 0:00	1.63	1.22	132
3/2 1:00	1.35	1.08	127
3/2 2:00	1.92	1.57	132
3/2 3:00	1.88	1.68	121
3/2 4:00	1.52	1.25	125
3/2 5:00	1.87	1.63	114
3/2 6:00	1.48	1.27	113
3/2 7:00	1.90	1.77	109
3/2 8:00	1.63	1.42	116
3/2 9:00	1.68	1.38	124
3/2 10:00	1.78	1.60	127
3/2 11:00	1.72	1.62	111
3/2 12:00	1.83	1.70	103
3/2 13:00	1.58	1.52	103
3/2 14:00	1.50	1.40	107
3/2 15:00	1.40	1.33	101
3/2 16:00	1.50	1.32	85
3/2 17:00	1.53	1.37	99
3/2 18:00	6.95	5.44	113
3/2 19:00	12.34	9.65	64
3/2 20:00	9.32	7.29	345
3/2 21:00	3.44	2.65	253
3/2 22:00	5.85	4.52	241
3/2 23:00	5.08	3.94	322
3/3 0:00	5.88	4.56	332
3/3 1:00	3.81	2.96	310
3/3 2:00	3.93	3.14	320
3/3 3:00	6.99	5.72	335
3/3 4:00	5.41	4.52	355
3/3 5:00	7.23	6.16	322
3/3 6:00	5.68	4.85	305
3/3 7:00	6.43	5.47	322
3/3 8:00	5.54	4.74	326
3/3 9:00	8.07	6.97	334
3/3 10:00	13.11	11.35	345
3/3 11:00	13.21	11.43	3
3/3 12:00	11.11	9.58	152
3/3 13:00	3.72	3.18	277
3/3 14:00	5.94	5.02	254
3/3 15:00	8.28	6.87	220
3/3 16:00	6.36	5.13	268
3/3 17:00	5.96	4.72	312
3/3 18:00	4.40	3.43	17
3/3 19:00	2.19	1.71	356
3/3 20:00	5.58	4.36	332
3/3 21:00	2.12	1.63	350
3/3 22:00	2.80	2.17	0
3/3 23:00	4.82	3.73	358
3/4 0:00	5.19	4.03	357
3/4 1:00	1.19	0.93	19
3/4 2:00	1.83	1.46	25
3/4 3:00	2.02	1.64	356
3/4 4:00	2.28	1.91	10
3/4 5:00	6.65	5.66	16
3/4 6:00	1.87	1.60	23
3/4 7:00	3.21	2.73	45
3/4 8:00	3.57	3.06	331
3/4 9:00	3.06	2.64	5
3/4 10:00	1.54	1.33	250
3/4 11:00	2.35	2.03	261
3/4 12:00	3.59	3.10	252
3/4 13:00	5.17	4.43	256
3/4 14:00	1.30	1.13	158
3/4 15:00	1.02	0.82	129
3/4 16:00	1.38	1.13	111
3/4 17:00	1.42	1.00	125
3/4 18:00	1.22	0.78	124
3/4 19:00	0.93	0.55	121
3/4 20:00	1.17	0.83	147
3/4 21:00	1.22	0.90	150
3/4 22:00	1.55	0.97	143
3/4 23:00	1.63	1.12	126
3/5 0:00	1.88	1.39	157
3/5 1:00	1.22	0.78	122
3/5 2:00	2.78	2.18	44
3/5 3:00	2.16	1.76	51
3/5 4:00	3.72	2.97	274
3/5 5:00	8.20	7.53	279
3/5 6:00	8.17	7.43	286
3/5 7:00	7.83	7.12	293
3/5 8:00	5.50	4.50	308
3/5 9:00	5.87	5.08	317
3/5 10:00	5.75	4.95	314
3/5 11:00	5.00	4.30	315
3/5 12:00	5.02	4.42	311
3/5 13:00	4.00	3.48	312
3/5 14:00	3.43	2.92	307
3/5 15:00	2.72	2.20	304
3/5 16:00	2.60	2.22	307
3/5 17:00	2.68	2.17	304
